Website, Headline, Link
The Guardian,Neil Diamond's teenage obsessions  The Brooklyn Dodgers betrayed me and broke my heart,=HYPERLINK("https://www.theguardian.com/music/2020/nov/12/neil-diamonds-teenage-obsessions-the-brooklyn-dodgers-betrayed-me-and-broke-my-heart")
The Guardian,The long read  How western travel influencers got tangled up in Pakistan's politics,=HYPERLINK("https://www.theguardian.com/news/2020/nov/12/western-travel-influencers-social-media-pakistan-politics")
The Guardian,Ranked  Katharine Hepburn’s 20 best films,=HYPERLINK("https://www.theguardian.com/film/2020/nov/12/katharine-hepburn-20-best-films-ranked")
The Guardian,UK    No 10 wanted to pull off a Covid briefing – but they called Alok Sharma,=HYPERLINK("https://www.theguardian.com/uk-news/2020/nov/12/no-10-wanted-to-pull-off-a-covid-briefing-but-they-called-alok-sharma")
The Guardian,Europe  Madrid surrealism show offers escape from pandemic reality,=HYPERLINK("https://www.theguardian.com/world/2020/nov/13/madrid-surrealism-show-offers-escape-from-pandemic-reality")
The Guardian,Middle East and North Africa  More than 110 migrants die in Mediterranean in three days,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/bodies-of-74-migrants-wash-up-on-libyan-beach")
The Guardian,US  Donald Trump attacks Fox News: 'They forgot the golden goose',=HYPERLINK("https://www.theguardian.com/us-news/2020/nov/13/donald-trump-attacks-fox-news-they-forgot-the-golden-goose")
The Guardian,Americas  Trudeau: UK's lack of negotiating practice could delay Canada trade deal,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/trudeau-upbeat-over-prospects-of-trade-deal-with-uk-by-end-of-year")
The Guardian,Asia Pacific  WHO drops censorship of words 'Taiwan' and 'China' on social media after backlash,=HYPERLINK("https://www.theguardian.com/world/2020/nov/13/who-drops-censorship-of-words-taiwan-and-china-on-social-media-after-backlash")
The Guardian,Australia  Scott Morrison says national cabinet endorses national vaccination policy – live news,=HYPERLINK("https://www.theguardian.com/australia-news/live/2020/nov/13/scott-morrison-national-cabinet-reopen-nsw-victoria-queensland-wa-sa-covid-19-live-news")
The Guardian,Spike in yellow fever deaths prompts Nigeria to revive vaccination campaigns,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/12/spike-in-yellow-fever-deaths-prompts-nigeria-to-revive-vaccination-campaigns")
The Guardian,Dozens of Sudanese migrants held in Cairo after protests,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/12/dozens-of-sudanese-migrants-held-in-cairo-after-protests")
The Guardian,Banks around world in joint pledge on 'green recovery' after Covid,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/11/banks-around-world-in-joint-pledge-on-green-recovery-after-covid")
The Guardian,'Everything buried in mud': Hurricane Eta's devastating blow to Honduras,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/11/everything-buried-in-mud-hurricane-etas-devastating-blow-to-honduras")
The Guardian,UN warns of impact of smart borders on refugees: ‘Data collection isn't apolitical’,=HYPERLINK("https://www.theguardian.com/global-development/2020/nov/11/un-warns-of-impact-of-smart-borders-on-refugees-data-collection-isnt-apolitical")
The Guardian,Despite her massive mandate| Ardern's agenda will be resolutely middle of the road,=HYPERLINK("https://www.theguardian.com/world/2020/nov/13/despite-her-massive-mandate-arderns-agenda-will-be-resolutely-middle-of-the-road")
The Guardian,What will Mike Pence do next after Trump's election loss?,=HYPERLINK("https://www.theguardian.com/us-news/2020/nov/12/mike-pence-after-trump-election-loss-2024-run-president")
The Guardian,'Downright dangerous': Democrats' alarm as Trump stacks Pentagon with loyalists,=HYPERLINK("https://www.theguardian.com/us-news/2020/nov/11/downright-dangerous-democrat-alarm-as-trump-stacks-pentagon-with-loyalists")
The Guardian,Trump's temper tantrum shows why we must stop praising those who don't accept defeat,=HYPERLINK("https://www.theguardian.com/us-news/commentisfree/2020/nov/11/trumps-temper-tantrum-shows-why-we-must-stop-praising-those-who-dont-accept-defeat")
The Guardian,Dr Anthony Fauci says US in 'very difficult situation' as Covid infections continue to grow – video,=HYPERLINK("https://www.theguardian.com/world/video/2020/nov/13/dr-anthony-fauci-says-us-in-very-difficult-situation-as-covid-infections-continue-to-grow-video")
The Guardian,Nancy Pelosi accuses Republicans of 'refusing to accept reality' of election result – video,=HYPERLINK("https://www.theguardian.com/us-news/video/2020/nov/12/nancy-pelosi-accuses-republicans-of-refusing-to-accept-reality-over-election-result-video")
The Guardian,Turkmenistan leader reveals golden monument to favourite dog breed – video,=HYPERLINK("https://www.theguardian.com/world/video/2020/nov/12/turkmenistan-leader-reveals-golden-monument-to-favourite-dog-breed-video")
The Guardian,Dr Anthony Fauci warns against violent anti-science feeling in polarised US – video,=HYPERLINK("https://www.theguardian.com/science/video/2020/nov/12/dr-anthony-fauci-violent-anti-science-feeling-polarised-us-video")
The Guardian,'Great expectations': how world leaders reacted to Biden and Harris's election win – video,=HYPERLINK("https://www.theguardian.com/us-news/video/2020/nov/12/great-expectations-how-world-leaders-reacted-to-biden-and-harriss-election-win-video")
The Guardian,Typhoon Vamco: torrential rains force evacuations in Philippines – video,=HYPERLINK("https://www.theguardian.com/weather/video/2020/nov/12/typhoon-vamco-torrential-rains-force-evacuations-philippines-video")
The Guardian,Bernie Sanders says Republicans are afraid to stand up to Trump following election loss – video,=HYPERLINK("https://www.theguardian.com/us-news/video/2020/nov/12/bernie-sanders-says-republicans-are-afraid-to-stand-up-to-trump-following-election-loss-video")
The Guardian,November on track to be worst month of pandemic so far in US as cases surge,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/us-coronavirus-cases-deaths-november")
The Guardian,Billionaire Trump donors contract Covid-19 after downplaying risks,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/billionaire-trump-donors-covid-19-richard-liz-uihlein")
The Guardian,Scientist behind BioNTech/Pfizer vaccine says it can end pandemic,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/scientist-behind-biontech-pfizer-coronavirus-vaccine-says-it-can-end-pandemic")
The Guardian,Swedish surge in Covid cases dashes immunity hopes,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/covid-infections-in-sweden-surge-dashing-hopes-of-herd-immunity")
The Guardian,Live  Coronavirus live news: quarter of deaths in France linked to Covid as US tops 140|000 daily cases,=HYPERLINK("https://www.theguardian.com/world/live/2020/nov/13/coronavirus-live-news-quarter-of-deaths-in-france-linked-to-covid-as-us-tops-140000-daily-cases")
The Guardian,SeaDream 1: five passengers test positive for Covid-19 on Caribbean cruise ship,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/caribbean-cruise-ship-coronavirus-seadream")
The Guardian,Tribute work to New Zealand's most famous artist sold in London as original,=HYPERLINK("https://www.theguardian.com/world/2020/nov/13/tribute-work-to-new-zealands-most-famous-artist-sold-in-london-as-original")
The Guardian,California becomes second state in US to surpass 1m Covid-19 cases,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/california-covid-19-cases-1-million-second-state")
The Guardian,Alcoholic anaesthetist jailed for killing Briton during caesarean birth in France,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/alcoholic-anaesthetist-jailed-for-killing-briton-during-caesarean-birth-in-france")
The Guardian,BioNTech chief rejects Trump claim it delayed Covid vaccine news,=HYPERLINK("https://www.theguardian.com/world/2020/nov/12/biontech-chief-rejects-trump-claim-it-delayed-covid-vaccine-news-pfizer")
RT,European leaders issue bleak reminder that Christmas 2020 won’t be a normal one| despite Covid-19 vaccine euphoria,=HYPERLINK("https://www.rt.com/news/506510-germany-ireland-christmas-warning-covid19/ ")
RT,Teachers in Norway say they’re afraid to show Prophet Mohammed cartoons to students| and worry about personal consequences,=HYPERLINK("https://www.rt.com/news/506486-norway-prophet-cartoons-teachers/ ")
RT,Helicopter with international peacekeepers crashes in Egypt’s Sinai| killing 8 – officials,=HYPERLINK("https://www.rt.com/news/506503-sinai-peacekeepers-crash-egypt-israel/ ")
RT,WATCH: Researchers create virtual reality forests to make danger of climate change ‘more visceral experience’,=HYPERLINK("https://www.rt.com/news/506483-researchers-virtual-forests-climate-change/ ")
RT,Worth a shot: Scientists discover way to quickly clear alcohol from blood by… breathing,=HYPERLINK("https://www.rt.com/news/506471-scientists-clear-alcohol-blood-hyperventilating/ ")
RT,After Jeddah attack| Saudi crown prince vows to strike ‘with iron fist’ anyone threatening kingdom's security,=HYPERLINK("https://www.rt.com/news/506538-saudi-arabia-extremism-iron-fist/ ")
RT,Paris beefs up policing amid ‘lack of respect’ for Covid-19 rules as France mulls tighter lockdown,=HYPERLINK("https://www.rt.com/news/506533-covid-lockdown-policing-france-castex/ ")
RT,German company says its Covid-19 vaccine could be ready for use by September 2021,=HYPERLINK("https://www.rt.com/news/506522-german-company-vaccine-covid-2021/ ")
RT,European leaders issue bleak reminder that Christmas 2020 won’t be a normal one| despite Covid-19 vaccine euphoria,=HYPERLINK("https://www.rt.com/news/506510-germany-ireland-christmas-warning-covid19/ ")
RT,WATCH: Researchers create virtual reality forests to make danger of climate change ‘more visceral experience’,=HYPERLINK("https://www.rt.com/news/506483-researchers-virtual-forests-climate-change/ ")
RT,Helicopter with international peacekeepers crashes in Egypt’s Sinai| killing 8 – officials,=HYPERLINK("https://www.rt.com/news/506503-sinai-peacekeepers-crash-egypt-israel/ ")
RT,WHO complains about ‘onslaught of cyberattacks’ as Taiwan accuses it of online censorship,=HYPERLINK("https://www.rt.com/news/506502-who-spammed-taiwan-page/ ")
RT,Ethiopian PM declares victory after Tigray conflict threatens refugee crisis,=HYPERLINK("https://www.rt.com/news/506500-ethiopia-victory-tigray-conflict/ ")
RT,Teachers in Norway say they’re afraid to show Prophet Mohammed cartoons to students| and worry about personal consequences,=HYPERLINK("https://www.rt.com/news/506486-norway-prophet-cartoons-teachers/ ")
RT,Worth a shot: Scientists discover way to quickly clear alcohol from blood by… breathing,=HYPERLINK("https://www.rt.com/news/506471-scientists-clear-alcohol-blood-hyperventilating/ ")
RT,By allowing expulsion of opposition Hong Kong legislators| China broke treaty with UK – London,=HYPERLINK("https://www.rt.com/news/506491-britain-accuses-china-treaty/ ")
RT,Coronavirus ‘not tired of us|’ WHO chief says as he urges people to remain on high alert,=HYPERLINK("https://www.rt.com/news/506475-who-chief-vigilance-tired/ ")
RT,Keiser Report,=HYPERLINK("https://www.rt.com/shows/keiser-report/ ")
RT,Waiting for the free money to trickle down (E1618),=HYPERLINK("https://www.rt.com/shows/keiser-report/506411-biden-loans-scale-bitcoin/")
RT,CrossTalk,=HYPERLINK("https://www.rt.com/shows/crosstalk/ ")
RT,CrossTalk| QUARANTINE EDITION: Free and fair?,=HYPERLINK("https://www.rt.com/shows/crosstalk/506266-stolen-us-presidential-election/")
RT,Trump has 2 months left to attack Iran| and here’s why he might,=HYPERLINK("https://www.rt.com/op-ed/506476-trump-attack-iran-biden/")
RT,As Florida plans green light for store owners to shoot looters| gunfights at high noon may become the new American reality,=HYPERLINK("https://www.rt.com/op-ed/506481-florida-law-shoot-looters/")
RT,Silencing ‘defund the police’ campaigners is the next big battle in the Democrats’ civil war,=HYPERLINK("https://www.rt.com/op-ed/506485-defund-police-democrats-war/")
RT,Trump looks like he’s toast| so who’s going to take the reins and lead the Republican fightback for 2024?,=HYPERLINK("https://www.rt.com/op-ed/506499-trump-republican-2024-white-house/")
Wall Street Journal,China’s President Xi Jinping Personally Scuttled Jack Ma’s Ant IPO,=HYPERLINK("https://www.wsj.com/articles/china-president-xi-jinping-halted-jack-ma-ant-ipo-11605203556")
Wall Street Journal,Beijing Slams Hong Kong Opposition as U.S. Threatens More Sanctions,=HYPERLINK("https://www.wsj.com/articles/beijing-slams-hong-kong-opposition-as-u-s-threatens-more-sanctions-11605195655")
Wall Street Journal,Several Shots Fired at Saudi Embassy in The Hague,=HYPERLINK("https://www.wsj.com/articles/several-shots-fired-at-saudi-embassy-in-the-hague-netherlands-11605207438")
Wall Street Journal,Five U.S. Troops Killed in Helicopter Crash Near Egypt,=HYPERLINK("https://www.wsj.com/articles/six-u-s-troops-killed-in-helicopter-crash-near-egypt-11605196180")
Wall Street Journal,Global Food Supplies Weather Pandemic,=HYPERLINK("https://www.wsj.com/articles/global-food-supplies-weather-coronavirus-pandemic-11605171950")
Wall Street Journal,Ethiopia’s Escalating Military Offensive Raises Specter of Civil War,=HYPERLINK("https://www.wsj.com/articles/ethiopias-escalating-military-offensive-raises-specter-of-civil-war-11605195730")
Wall Street Journal,Taiwan Curbed Covid-19 but Is Excluded From WHO Meeting,=HYPERLINK("https://www.wsj.com/articles/taiwan-stopped-covid-19s-spread-but-cant-talk-about-it-at-who-meeting-11605182401?mod=world_major_1_pos1")
Wall Street Journal,Hong Kong Opposition Resigns from Legislature Over Latest Beijing Crackdown,=HYPERLINK("https://www.wsj.com/articles/beijing-ousts-four-opposition-lawmakers-in-hong-kong-11605080352?mod=world_major_1_pos2")
Wall Street Journal,Myanmar Holds Election as Transition to Democracy Faces Hurdles,=HYPERLINK("https://www.wsj.com/articles/myanmar-holds-election-as-transition-to-democracy-faces-hurdles-11604808264?mod=world_major_1_pos3")
Wall Street Journal,Europeans Push Tougher Stance on Asylum| Borders After Terrorist Attacks,=HYPERLINK("https://www.wsj.com/articles/europeans-push-tougher-stance-on-asylum-borders-after-terrorist-attacks-11605036382?mod=world_major_1_pos4")
Wall Street Journal,U.K. Sets Plan to Keep Up With New York as Financial Center Post-Brexit ,=HYPERLINK("https://www.wsj.com/articles/u-k-sets-plan-to-keep-up-with-new-york-as-financial-center-after-brexit-11604952230?mod=world_major_1_pos5")
Wall Street Journal,In Italy’s Second Coronavirus Wave| Milan Staggers as Hospitals Fill Up,=HYPERLINK("https://www.wsj.com/articles/in-italys-second-coronavirus-wave-milan-staggers-as-hospitals-fill-up-11604951247?mod=world_major_1_pos6")
Wall Street Journal,Iran’s Enriched Uranium Stockpile Is 12 Times Accord’s Cap—U.N.  Agency ,=HYPERLINK("https://www.wsj.com/articles/irans-enriched-uranium-stockpile-is-more-than-10-times-nuclear-accords-cap-u-n-agency-says-11605120768?mod=world_major_1_pos7")
Wall Street Journal,Bomb Attack in Saudi Arabia Targets Foreign Diplomats ,=HYPERLINK("https://www.wsj.com/articles/bomb-attack-in-saudi-arabia-targets-foreign-diplomats-11605114302?mod=world_major_1_pos8")
Wall Street Journal,Pandemic Prompts Gulf Countries to Adopt More Western Norms ,=HYPERLINK("https://www.wsj.com/articles/pandemic-prompts-gulf-countries-to-adopt-more-western-norms-11605103200?mod=world_major_1_pos9")
Wall Street Journal,South African Corruption Probe Ensnares Ruling Party Heavyweight ,=HYPERLINK("https://www.wsj.com/articles/south-african-corruption-probe-ensnares-ruling-party-heavyweight-11605033531?mod=world_major_2_pos1")
Wall Street Journal,Ivory Coast’s President Wins Controversial Third Term| Sparking Violence Fears,=HYPERLINK("https://www.wsj.com/articles/ivory-coasts-president-wins-third-term-sparking-violence-fears-11604398601?mod=world_major_2_pos2")
Wall Street Journal,Ethiopia Deploys Military to Restive Region| Threatening Country’s Stability,=HYPERLINK("https://www.wsj.com/articles/ethiopia-deploys-military-to-restive-region-threatening-countrys-stability-11604497037?mod=world_major_2_pos3")
Wall Street Journal,Hong Kong Security Law: How Beijing Is Cracking Down,=HYPERLINK("https://www.wsj.com/articles/hong-kong-national-security-law-11605104896?mod=world_major_2_pos4")
Wall Street Journal,China Targets Alibaba| Other Homegrown Tech Giants With Antimonopoly Rules  ,=HYPERLINK("https://www.wsj.com/articles/chinas-regulators-prepare-to-roll-out-new-antimonopoly-rules-11605013205?mod=world_major_2_pos5")
Wall Street Journal,American Citizen Says He Was Denied Refuge in Hong Kong’s U.S. Consulate ,=HYPERLINK("https://www.wsj.com/articles/u-s-citizen-says-he-was-turned-away-after-seekingrefugein-u-s-consulate-in-hong-kong-11604863457?mod=world_major_2_pos6")
Wall Street Journal,Two Dead in Quebec City Stabbing Rampage,=HYPERLINK("https://www.wsj.com/articles/two-dead-in-quebec-city-stabbing-rampage-11604246410?mod=world_major_2_pos7")
Wall Street Journal,Covid-19 Cases Jump in Canada| Prompting New Restrictions ,=HYPERLINK("https://www.wsj.com/articles/covid-19-cases-jump-in-canada-prompting-new-restrictions-11601417303?mod=world_major_2_pos8")
Wall Street Journal,Trudeau Pivots From Scandal With Rebuild of Canadian Economy,=HYPERLINK("https://www.wsj.com/articles/justin-trudeau-pivots-from-scandal-with-rebuild-of-canadian-economy-11600889835?mod=world_major_2_pos9")
Wall Street Journal,Brazil’s President Promised Economic Reform. Now He Is Writing Covid-19 Relief Checks.,=HYPERLINK("https://www.wsj.com/articles/brazils-president-promised-economic-change-now-he-is-writing-covid-19-relief-checks-11605186008?mod=world_minor_pos1")
Wall Street Journal,Brazil to Resume Trials of China’s Sinovac Coronavirus Vaccine,=HYPERLINK("https://www.wsj.com/articles/brazil-to-resume-trials-of-chinas-sinovac-coronavirus-vaccine-11605106957?mod=world_minor_pos2")
Wall Street Journal,Peru’s Manuel Merino Is Sworn In as President ,=HYPERLINK("https://www.wsj.com/articles/perus-manuel-merino-is-sworn-in-as-president-11605024644?mod=world_minor_pos3")
Wall Street Journal,Alibaba’s Singles Day Gets Boost From Pandemic Spending Shift,=HYPERLINK("https://www.wsj.com/video/alibabas-singles-day-gets-boost-from-pandemic-spending-shift/868C7DAA-F76E-44EF-AFCE-BF000A185B2E.html?mod=world_minor_pos4")
Wall Street Journal,Protests Erupt in Peru Over New President,=HYPERLINK("https://www.wsj.com/video/protests-erupt-in-peru-over-new-president/D843D1AC-C6BB-427A-8FF9-FE80FA8590B2.html?mod=world_minor_pos5")
Wall Street Journal,Biden’s China Policy: New President-Elect| Same Tensions,=HYPERLINK("https://www.wsj.com/video/bidens-china-policy-new-president-elect-same-tensions/688FAC78-88AB-4EE4-8CC1-30BB410D02F4.html?mod=world_minor_pos6")
Wall Street Journal,Why BTS Runs the World,=HYPERLINK("https://www.wsj.com/articles/bts-cover-story-interview-be-new-album-dynamite-11605114374")
Wall Street Journal,Opinion: This Election Result Won’t Be Overturned,=HYPERLINK("https://www.wsj.com/articles/this-election-result-wont-be-overturned-11605134335")
Wall Street Journal,States Impose Flurry of Measures as Covid-19 Cases Surge,=HYPERLINK("https://www.wsj.com/articles/as-covid-surges-to-new-levels-across-u-s-states-impose-flurry-of-measures-11605199815")
Wall Street Journal,Biden’s Penchant for Bold Stimulus to Test Deal-Making Skills,=HYPERLINK("https://www.wsj.com/articles/bidens-penchant-for-bold-stimulus-to-test-his-deal-making-skills-11605177000")
Wall Street Journal,China’s President Xi Jinping Personally Scuttled Jack Ma’s Ant IPO,=HYPERLINK("https://www.wsj.com/articles/china-president-xi-jinping-halted-jack-ma-ant-ipo-11605203556")
Wall Street Journal,Biden’s China Policy: New President-Elect| Same Tensions,=HYPERLINK("https://www.wsj.com/video/bidens-china-policy-new-president-elect-same-tensions/688FAC78-88AB-4EE4-8CC1-30BB410D02F4.html")
Wall Street Journal,Alibaba’s Singles Day Gets Boost From Pandemic Spending Shift,=HYPERLINK("https://www.wsj.com/video/alibabas-singles-day-gets-boost-from-pandemic-spending-shift/868C7DAA-F76E-44EF-AFCE-BF000A185B2E.html")
Wall Street Journal,Biden Faces Difficult Task of Picking His Administration,=HYPERLINK("https://www.wsj.com/video/biden-faces-difficult-task-of-picking-his-administration/6B5192A8-AEC8-433C-BF77-9703A8C31982.html")
Wall Street Journal,President Trump Speaks as Vote Count Continues in Presidential Race,=HYPERLINK("https://www.wsj.com/video/president-trump-speaks-as-vote-count-continues-in-presidential-race/2B050A76-9775-43F0-91B3-D0119EAE4989.html")
Wall Street Journal,iPhone 12 Pro Max vs. iPhone 12 vs. Older iPhones: The Camera Review,=HYPERLINK("https://www.wsj.com/video/series/joanna-stern-personal-technology/iphone-12-pro-max-vs-iphone-12-vs-older-iphones-the-camera-review/B933A404-5E0A-41DD-AD9A-CC9366CF6066")
